prediction,label
0.4360446333885193,0
0.4424173235893249,0
0.9134330153465272,1
0.7647620439529419,0
0.608467698097229,1
0.7670260667800903,1
0.7485689520835876,0
0.679588258266449,0
0.8225349187850952,1
0.6512494683265686,0
0.8113669157028198,0
0.6637591123580933,1
0.7838620543479919,1
0.7664867639541626,1
0.5961164832115173,0
0.7377618551254272,0
0.5994063019752502,0
0.8374087810516357,1
0.8308829665184021,1
0.4721929430961609,0
0.6108965277671814,1
0.6276661157608032,1
0.8761085867881775,0
0.8419613838195801,1
0.4957090020179748,0
0.863346517086029,1
0.7799180746078491,0
0.8850187063217163,1
0.6593745350837708,0
0.7708410024642944,0
0.8297945857048035,0
0.6571425795555115,0
0.7129818797111511,0
1.0,1
0.8363724946975708,1
0.7489721775054932,0
0.4432212710380554,1
0.661432683467865,1
0.8386211395263672,0
0.8151926398277283,1
0.8325347900390625,1
0.6886960864067078,1
0.9409539103507996,1
0.8021461367607117,0
0.8565317392349243,1
0.7544882297515869,1
0.8954293131828308,0
0.5521820783615112,0
0.6031440496444702,0
0.7720162868499756,1
0.5066803693771362,1
0.9005419611930847,0
0.876804769039154,1
0.7751293182373047,1
0.8008023500442505,1
0.84391850233078,1
0.9565285444259644,1
0.6197214126586914,0
0.6552506685256958,0
0.6640268564224243,0
0.7776532173156738,1
0.8649652004241943,1
0.7919520735740662,1
0.7451919317245483,1
0.7740985751152039,0
0.917378306388855,0
0.3386662900447845,1
0.7277706861495972,1
0.7758960127830505,0
0.6477912664413452,1
0.6573702096939087,1
0.8359329700469971,1
0.7374107837677002,1
0.7234024405479431,1
0.6323012113571167,1
0.6502716541290283,1
0.6919772624969482,0
0.9338085055351256,0
0.6187547445297241,0
0.645999550819397,0
0.797095775604248,1
0.5597727298736572,1
0.5190578699111938,0
0.8554390668869019,0
0.764655590057373,1
0.7470828890800476,0
0.9253158569335938,1
0.7764558792114258,1
0.7696799635887146,0
0.7684061527252197,1
0.7622594237327576,0
0.8041097521781921,1
0.9335583448410034,0
0.8360377550125122,0
0.6516305208206177,1
0.4859001636505127,0
0.8795127272605896,1
0.8768417239189148,1
0.6803315877914429,0
0.7773332595825195,1
0.762854278087616,1
0.7843923568725586,1
0.6460204124450684,1
0.7807126045227051,1
0.9418925046920776,1
0.8300763964653015,1
0.8730980157852173,1
0.839979350566864,0
0.7653128504753113,0
0.6043563485145569,1
1.0,1
0.3165924847126007,0
0.8021602034568787,1
0.4855825304985046,0
0.7261857986450195,1
0.5918792486190796,0
0.4102467000484466,0
0.8421861529350281,1
0.7610397338867188,0
0.7784106135368347,0
0.5538206100463867,0
0.7966736555099487,1
0.8388480544090271,1
0.6256191730499268,1
0.6969122886657715,1
0.681130588054657,1
0.7494696974754333,1
1.0,1
0.7512125372886658,0
0.8645124435424805,1
0.773780345916748,1
0.3176279067993164,1
0.6244367957115173,0
0.5853532552719116,1
0.7373975515365601,0
0.5482392907142639,1
0.9282492399215698,0
0.8794127702713013,1
0.3940732479095459,0
1.0,1
0.7691354751586914,1
0.6189509630203247,0
0.7699259519577026,1
0.6379846334457397,0
0.8122296333312988,1
0.6478714346885681,0
0.6352130174636841,1
0.7326905727386475,0
0.6721547842025757,0
0.6486197710037231,1
0.7318587303161621,0
0.4777725636959076,1
0.4871633648872375,0
0.6743564605712891,1
0.7201855182647705,0
0.8952810764312744,1
0.9953083992004396,1
0.7735307216644287,1
0.8596479296684265,1
0.9300503730773926,1
0.8984329104423523,0
0.786251962184906,1
0.8311622142791748,0
0.5572813749313354,1
0.6446523666381836,1
0.7117530703544617,1
0.8364488482475281,1
0.9168686866760254,1
0.7125689387321472,1
0.6285714507102966,0
0.9064780473709106,0
0.9778393507003784,0
0.6465462446212769,0
0.6657767295837402,0
0.7631673812866211,1
0.7056287527084351,1
0.8762770891189575,1
0.6530640125274658,1
0.8537437319755554,1
0.9183750152587892,1
0.5439990758895874,1
0.9628833532333374,1
0.8369089961051941,0
0.7588117122650146,1
0.9914440512657166,0
0.5187908411026001,0
0.8437594175338745,1
0.8570823669433594,0
0.9885215759277344,1
0.6615369319915771,1
0.7368615865707397,0
0.7718448638916016,1
0.7402977347373962,1
0.78389972448349,1
0.9296361804008484,0
0.8089405298233032,0
0.5031123757362366,0
0.8750917911529541,0
0.75005042552948,0
0.7708646655082703,1
0.9416236281394958,0
0.5394774079322815,0
0.8768048286437988,0
0.9693198204040528,1
0.7138332724571228,0
0.7246949076652527,0
0.8361223936080933,1
0.98039710521698,0
0.8048974871635437,0
0.8038214445114136,0
0.6533741354942322,0
0.8723363280296326,1
0.725115180015564,1
0.7985590696334839,1
0.8029248714447021,1
0.4109793603420257,1
0.685234546661377,0
0.8501729965209961,1
0.7706775665283203,0
0.7024948596954346,1
0.2758300304412842,0
0.8737377524375916,1
0.9873570203781128,0
0.6072619557380676,0
0.87211674451828,0
0.8882922530174255,1
0.6758195757865906,1
0.6878132820129395,0
0.8554940223693848,1
0.6826147437095642,0
0.890110433101654,1
0.5580017566680908,1
0.8206139802932739,1
0.8551639914512634,1
0.6655595898628235,0
0.8142969608306885,1
0.5846837162971497,0
0.7356190085411072,0
0.4738659262657165,1
0.8461976051330566,0
0.810729444026947,0
0.9658016562461852,0
0.6463696956634521,0
0.7947238683700562,0
0.8502154350280762,1
0.7749788761138916,0
0.701305627822876,1
1.0,1
0.786385715007782,1
0.7018505930900574,0
0.6515998840332031,1
0.8437472581863403,0
0.8063180446624756,1
0.8837542533874512,1
0.852206826210022,1
0.8923916220664978,1
0.828450083732605,0
0.9550672769546508,1
0.9337810277938844,0
0.6111984252929688,0
0.4563474357128143,0
0.7740620374679565,0
0.9274327754974364,1
0.8610615730285645,1
0.6185926198959351,1
0.561759352684021,1
0.4806196093559265,0
0.6659561395645142,1
0.8914420008659363,0
0.813651442527771,1
0.6242797374725342,1
0.9157371520996094,1
0.7816102504730225,0
0.8952595591545105,1
0.7968630790710449,1
0.9628833532333374,1
0.6327539682388306,0
0.6679548025131226,0
0.5718170404434204,0
0.8098516464233398,0
0.7412995100021362,0
0.7694358825683594,1
0.725344181060791,1
0.4741502702236175,0
0.7140859365463257,1
0.6686593890190125,1
0.8431838750839233,1
0.8331750631332397,0
0.5022318959236145,1
0.807703971862793,1
0.863381028175354,0
1.0,0
0.7499486207962036,0
0.7322758436203003,1
0.8859754800796509,0
0.7998113036155701,1
0.863689661026001,1
0.459414005279541,1
0.4899049699306488,0
0.6627730131149292,0
0.9002337455749512,1
1.0,1
0.7592833042144775,0
0.8561257123947144,1
0.8337054252624512,0
0.7703627347946167,1
0.6590064764022827,1
0.5956409573554993,1
0.6823694109916687,1
0.9023277163505554,0
0.7811802625656128,1
0.7609412670135498,1
0.6351953148841858,1
0.8283864259719849,0
0.8926045298576355,1
0.7488759756088257,1
0.8113383054733276,1
0.8263497352600098,0
0.4914957880973816,0
0.8297945857048035,1
0.5035701990127563,0
0.7989341616630554,0
0.9089221954345704,1
0.5756834149360657,0
0.6553837060928345,1
0.5632684230804443,0
0.7842949628829956,0
0.7985379695892334,0
0.5767745971679688,0
0.7507294416427612,0
0.920634627342224,0
0.8195404410362244,0
0.7953349947929382,0
0.7441884875297546,0
0.8108891844749451,0
0.6627027988433838,0
